REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Education_group
2013,2016A000248,Total non-profit institutions,High school diploma and less,Average hourly wage,Dollars,units,21.64,True,False,False,False,False,1
2013,2016A000248,Total non-profit institutions,Trade certificate,Average hourly wage,Dollars,units,28.08,True,False,False,False,False,2
2013,2016A000248,Total non-profit institutions,University degree and higher,Average hourly wage,Dollars,units,34.35,True,False,False,False,False,3
2013,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average hourly wage,Dollars,units,20.83,True,False,False,False,False,1
2013,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average hourly wage,Dollars,units,28.73,True,False,False,False,False,2
2013,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average hourly wage,Dollars,units,27.53,True,False,False,False,False,3
2013,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average hourly wage,Dollars,units,18.64,True,False,False,False,False,1
2013,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average hourly wage,Dollars,units,25.63,True,False,False,False,False,2
2013,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average hourly wage,Dollars,units,25.38,True,False,False,False,False,3
2013,2016A000248,Business non-profit institutions,High school diploma and less,Average hourly wage,Dollars,units,25.14,True,False,False,False,False,1
2013,2016A000248,Business non-profit institutions,Trade certificate,Average hourly wage,Dollars,units,34.58,True,False,False,False,False,2
2013,2016A000248,Business non-profit institutions,University degree and higher,Average hourly wage,Dollars,units,35.46,True,False,False,False,False,3
2013,2016A000248,Government non-profit institutions,High school diploma and less,Average hourly wage,Dollars,units,22.22,True,False,False,False,False,1
2013,2016A000248,Government non-profit institutions,Trade certificate,Average hourly wage,Dollars,units,27.73,True,False,False,False,False,2
2013,2016A000248,Government non-profit institutions,University degree and higher,Average hourly wage,Dollars,units,36.77,True,False,False,False,False,3
2014,2016A000248,Total non-profit institutions,High school diploma and less,Average hourly wage,Dollars,units,22.41,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions,Trade certificate,Average hourly wage,Dollars,units,29.11,True,False,False,False,False,2
2014,2016A000248,Total non-profit institutions,University degree and higher,Average hourly wage,Dollars,units,35.25,True,False,False,False,False,3
2014,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average hourly wage,Dollars,units,21.83,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average hourly wage,Dollars,units,30.27,True,False,False,False,False,2
2014,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average hourly wage,Dollars,units,28.71,True,False,False,False,False,3
2014,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average hourly wage,Dollars,units,19.4,True,False,False,False,False,1
2014,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average hourly wage,Dollars,units,26.75,True,False,False,False,False,2
2014,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average hourly wage,Dollars,units,26.46,True,False,False,False,False,3
2014,2016A000248,Business non-profit institutions,High school diploma and less,Average hourly wage,Dollars,units,26.81,True,False,False,False,False,1
2014,2016A000248,Business non-profit institutions,Trade certificate,Average hourly wage,Dollars,units,37.06,True,False,False,False,False,2
