REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Immigrant_status
2013,2016A000248,Total non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,72665.0,True,False,False,False,False,0
2013,2016A000248,Total non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,184996.0,True,False,False,False,False,1
2013,2016A000248,Total non-profit institutions excluding governments,Immigrant employees,Number of jobs,Jobs,units,17650.0,True,False,False,False,False,0
2013,2016A000248,Total non-profit institutions excluding governments,Non-immigrant employees,Number of jobs,Jobs,units,58935.0,True,False,False,False,False,1
2013,2016A000248,Non-profit institutions serving households (community organizations),Immigrant employees,Number of jobs,Jobs,units,13385.0,True,False,False,False,False,0
2013,2016A000248,Non-profit institutions serving households (community organizations),Non-immigrant employees,Number of jobs,Jobs,units,43165.0,True,False,False,False,False,1
2013,2016A000248,Business non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,4266.0,True,False,False,False,False,0
2013,2016A000248,Business non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,15770.0,True,False,False,False,False,1
2013,2016A000248,Government non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,55014.0,True,False,False,False,False,0
2013,2016A000248,Government non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,126061.0,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,75119.0,True,False,False,False,False,0
2014,2016A000248,Total non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,186656.0,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions excluding governments,Immigrant employees,Number of jobs,Jobs,units,18304.0,True,False,False,False,False,0
2014,2016A000248,Total non-profit institutions excluding governments,Non-immigrant employees,Number of jobs,Jobs,units,60101.0,True,False,False,False,False,1
2014,2016A000248,Non-profit institutions serving households (community organizations),Immigrant employees,Number of jobs,Jobs,units,14003.0,True,False,False,False,False,0
2014,2016A000248,Non-profit institutions serving households (community organizations),Non-immigrant employees,Number of jobs,Jobs,units,44277.0,True,False,False,False,False,1
2014,2016A000248,Business non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,4301.0,True,False,False,False,False,0
2014,2016A000248,Business non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,15824.0,True,False,False,False,False,1
2014,2016A000248,Government non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,56815.0,True,False,False,False,False,0
2014,2016A000248,Government non-profit institutions,Non-immigrant employees,Number of jobs,Jobs,units,126555.0,True,False,False,False,False,1
2015,2016A000248,Total non-profit institutions,Immigrant employees,Number of jobs,Jobs,units,78317.0,True,False,False,False,False,0
