REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Education_group
2013,2016A000248,Total non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1440.0,True,False,False,False,False,1
2013,2016A000248,Total non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1702.0,True,False,False,False,False,2
2013,2016A000248,Total non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1725.0,True,False,False,False,False,3
2013,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average annual hours worked,Hours,units,1421.0,True,False,False,False,False,1
2013,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average annual hours worked,Hours,units,1784.0,True,False,False,False,False,2
2013,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average annual hours worked,Hours,units,1772.0,True,False,False,False,False,3
2013,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual hours worked,Hours,units,1380.0,True,False,False,False,False,1
2013,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average annual hours worked,Hours,units,1732.0,True,False,False,False,False,2
2013,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average annual hours worked,Hours,units,1769.0,True,False,False,False,False,3
2013,2016A000248,Business non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1508.0,True,False,False,False,False,1
2013,2016A000248,Business non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1890.0,True,False,False,False,False,2
2013,2016A000248,Business non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1781.0,True,False,False,False,False,3
2013,2016A000248,Government non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1453.0,True,False,False,False,False,1
2013,2016A000248,Government non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1660.0,True,False,False,False,False,2
2013,2016A000248,Government non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1710.0,True,False,False,False,False,3
2014,2016A000248,Total non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1409.0,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1685.0,True,False,False,False,False,2
2014,2016A000248,Total non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1700.0,True,False,False,False,False,3
2014,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average annual hours worked,Hours,units,1400.0,True,False,False,False,False,1
2014,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average annual hours worked,Hours,units,1763.0,True,False,False,False,False,2
2014,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average annual hours worked,Hours,units,1756.0,True,False,False,False,False,3
2014,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual hours worked,Hours,units,1365.0,True,False,False,False,False,1
2014,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average annual hours worked,Hours,units,1710.0,True,False,False,False,False,2
2014,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average annual hours worked,Hours,units,1752.0,True,False,False,False,False,3
2014,2016A000248,Business non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1479.0,True,False,False,False,False,1
2014,2016A000248,Business non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1873.0,True,False,False,False,False,2
2014,2016A000248,Business non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1770.0,True,False,False,False,False,3
2014,2016A000248,Government non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1416.0,True,False,False,False,False,1
2014,2016A000248,Government non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1642.0,True,False,False,False,False,2
2014,2016A000248,Government non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1682.0,True,False,False,False,False,3
2015,2016A000248,Total non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1378.0,True,False,False,False,False,1
2015,2016A000248,Total non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1659.0,True,False,False,False,False,2
2015,2016A000248,Total non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1679.0,True,False,False,False,False,3
2015,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average annual hours worked,Hours,units,1389.0,True,False,False,False,False,1
2015,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average annual hours worked,Hours,units,1769.0,True,False,False,False,False,2
2015,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average annual hours worked,Hours,units,1769.0,True,False,False,False,False,3
2015,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual hours worked,Hours,units,1348.0,True,False,False,False,False,1
2015,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average annual hours worked,Hours,units,1704.0,True,False,False,False,False,2
2015,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average annual hours worked,Hours,units,1762.0,True,False,False,False,False,3
2015,2016A000248,Business non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1480.0,True,False,False,False,False,1
2015,2016A000248,Business non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1904.0,True,False,False,False,False,2
2015,2016A000248,Business non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1795.0,True,False,False,False,False,3
2015,2016A000248,Government non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1370.0,True,False,False,False,False,1
2015,2016A000248,Government non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1597.0,True,False,False,False,False,2
2015,2016A000248,Government non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1648.0,True,False,False,False,False,3
2016,2016A000248,Total non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1362.0,True,False,False,False,False,1
2016,2016A000248,Total non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1628.0,True,False,False,False,False,2
2016,2016A000248,Total non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1686.0,True,False,False,False,False,3
2016,2016A000248,Total non-profit institutions excluding governments,High school diploma and less,Average annual hours worked,Hours,units,1321.0,True,False,False,False,False,1
2016,2016A000248,Total non-profit institutions excluding governments,Trade certificate,Average annual hours worked,Hours,units,1667.0,True,False,False,False,False,2
2016,2016A000248,Total non-profit institutions excluding governments,University degree and higher,Average annual hours worked,Hours,units,1712.0,True,False,False,False,False,3
2016,2016A000248,Non-profit institutions serving households (community organizations),High school diploma and less,Average annual hours worked,Hours,units,1284.0,True,False,False,False,False,1
2016,2016A000248,Non-profit institutions serving households (community organizations),Trade certificate,Average annual hours worked,Hours,units,1605.0,True,False,False,False,False,2
2016,2016A000248,Non-profit institutions serving households (community organizations),University degree and higher,Average annual hours worked,Hours,units,1708.0,True,False,False,False,False,3
2016,2016A000248,Business non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1404.0,True,False,False,False,False,1
2016,2016A000248,Business non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1799.0,True,False,False,False,False,2
2016,2016A000248,Business non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1728.0,True,False,False,False,False,3
2016,2016A000248,Government non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1393.0,True,False,False,False,False,1
2016,2016A000248,Government non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1607.0,True,False,False,False,False,2
2016,2016A000248,Government non-profit institutions,University degree and higher,Average annual hours worked,Hours,units,1677.0,True,False,False,False,False,3
2017,2016A000248,Total non-profit institutions,High school diploma and less,Average annual hours worked,Hours,units,1341.0,True,False,False,False,False,1
2017,2016A000248,Total non-profit institutions,Trade certificate,Average annual hours worked,Hours,units,1606.0,True,False,False,False,False,2
