REF_DATE,DGUID,Sector,Characteristics,Indicators,UOM,SCALAR_FACTOR,VALUE,GEO_Alberta,GEO_British Columbia,GEO_Nova Scotia,GEO_Ontario,GEO_Quebec,Age_group
2013,2016A000248,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.39,True,False,False,False,False,20
2013,2016A000248,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,25.71,True,False,False,False,False,30
2013,2016A000248,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,30.96,True,False,False,False,False,40
2013,2016A000248,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,32.35,True,False,False,False,False,50
2013,2016A000248,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,33.63,True,False,False,False,False,60
2013,2016A000248,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,34.65,True,False,False,False,False,70
2013,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,14.84,True,False,False,False,False,20
2013,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,21.9,True,False,False,False,False,30
2013,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,26.01,True,False,False,False,False,40
2013,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,27.45,True,False,False,False,False,50
2013,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,28.32,True,False,False,False,False,60
2013,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,26.02,True,False,False,False,False,70
2013,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,13.6,True,False,False,False,False,20
2013,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,20.13,True,False,False,False,False,30
2013,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,23.57,True,False,False,False,False,40
2013,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,24.9,True,False,False,False,False,50
2013,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,25.85,True,False,False,False,False,60
2013,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,24.41,True,False,False,False,False,70
2013,2016A000248,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.34,True,False,False,False,False,20
2013,2016A000248,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,26.38,True,False,False,False,False,30
2013,2016A000248,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,32.94,True,False,False,False,False,40
2013,2016A000248,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,34.77,True,False,False,False,False,50
2013,2016A000248,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,35.8,True,False,False,False,False,60
2013,2016A000248,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,31.25,True,False,False,False,False,70
2013,2016A000248,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,18.89,True,False,False,False,False,20
2013,2016A000248,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,27.28,True,False,False,False,False,30
2013,2016A000248,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,32.99,True,False,False,False,False,40
2013,2016A000248,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,34.27,True,False,False,False,False,50
2013,2016A000248,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,35.89,True,False,False,False,False,60
2013,2016A000248,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,38.98,True,False,False,False,False,70
2014,2016A000248,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.77,True,False,False,False,False,20
2014,2016A000248,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,26.42,True,False,False,False,False,30
2014,2016A000248,Total non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,31.81,True,False,False,False,False,40
2014,2016A000248,Total non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,33.23,True,False,False,False,False,50
2014,2016A000248,Total non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,34.7,True,False,False,False,False,60
2014,2016A000248,Total non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,35.97,True,False,False,False,False,70
2014,2016A000248,Total non-profit institutions excluding governments,15 to 24 years,Average hourly wage,Dollars,units,15.2,True,False,False,False,False,20
2014,2016A000248,Total non-profit institutions excluding governments,25 to 34 years,Average hourly wage,Dollars,units,22.75,True,False,False,False,False,30
2014,2016A000248,Total non-profit institutions excluding governments,35 to 44 years,Average hourly wage,Dollars,units,27.1,True,False,False,False,False,40
2014,2016A000248,Total non-profit institutions excluding governments,45 to 54 years,Average hourly wage,Dollars,units,28.63,True,False,False,False,False,50
2014,2016A000248,Total non-profit institutions excluding governments,55 to 64 years,Average hourly wage,Dollars,units,29.94,True,False,False,False,False,60
2014,2016A000248,Total non-profit institutions excluding governments,65 years old and over,Average hourly wage,Dollars,units,27.5,True,False,False,False,False,70
2014,2016A000248,Non-profit institutions serving households (community organizations),15 to 24 years,Average hourly wage,Dollars,units,13.95,True,False,False,False,False,20
2014,2016A000248,Non-profit institutions serving households (community organizations),25 to 34 years,Average hourly wage,Dollars,units,20.81,True,False,False,False,False,30
2014,2016A000248,Non-profit institutions serving households (community organizations),35 to 44 years,Average hourly wage,Dollars,units,24.45,True,False,False,False,False,40
2014,2016A000248,Non-profit institutions serving households (community organizations),45 to 54 years,Average hourly wage,Dollars,units,25.86,True,False,False,False,False,50
2014,2016A000248,Non-profit institutions serving households (community organizations),55 to 64 years,Average hourly wage,Dollars,units,27.22,True,False,False,False,False,60
2014,2016A000248,Non-profit institutions serving households (community organizations),65 years old and over,Average hourly wage,Dollars,units,25.75,True,False,False,False,False,70
2014,2016A000248,Business non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,17.87,True,False,False,False,False,20
2014,2016A000248,Business non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,27.77,True,False,False,False,False,30
2014,2016A000248,Business non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,34.79,True,False,False,False,False,40
2014,2016A000248,Business non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,36.68,True,False,False,False,False,50
2014,2016A000248,Business non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,38.29,True,False,False,False,False,60
2014,2016A000248,Business non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,33.57,True,False,False,False,False,70
2014,2016A000248,Government non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,19.29,True,False,False,False,False,20
2014,2016A000248,Government non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,27.96,True,False,False,False,False,30
2014,2016A000248,Government non-profit institutions,35 to 44 years,Average hourly wage,Dollars,units,33.8,True,False,False,False,False,40
2014,2016A000248,Government non-profit institutions,45 to 54 years,Average hourly wage,Dollars,units,35.07,True,False,False,False,False,50
2014,2016A000248,Government non-profit institutions,55 to 64 years,Average hourly wage,Dollars,units,36.74,True,False,False,False,False,60
2014,2016A000248,Government non-profit institutions,65 years old and over,Average hourly wage,Dollars,units,40.12,True,False,False,False,False,70
2015,2016A000248,Total non-profit institutions,15 to 24 years,Average hourly wage,Dollars,units,18.09,True,False,False,False,False,20
2015,2016A000248,Total non-profit institutions,25 to 34 years,Average hourly wage,Dollars,units,27.34,True,False,False,False,False,30
